ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
TB24026564,"07/01/2024, 6:54:37 AM","07/01/2024, 1:03:27 PM",THUNDER BAY,ON,P7C 2E8,100 Block INGLEWOOD CR, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026541,"07/01/2024, 3:37:19 AM","07/01/2024, 1:03:29 PM",THUNDER BAY,ON,P7A 1V2,400 Block HODDER AV," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24026549,"07/01/2024, 4:37:54 AM","07/01/2024, 1:03:29 PM",THUNDER BAY,ON,P7E 6N7,1500 Block JAMES ST S, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24026525,"07/01/2024, 1:56:24 AM","07/01/2024, 1:03:30 PM",THUNDER BAY,ON,P7E 4A5,300 Block AMELIA ST W, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026537,"07/01/2024, 3:11:00 AM","07/01/2024, 1:03:30 PM",THUNDER BAY,ON,P7E 1Z4,1200 Block TARBUTT ST S, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24026515,"06/30/2024, 10:55:53 PM","07/01/2024, 1:03:31 PM",THUNDER BAY,ON,P7A 3S4,600 Block RIVER ST," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24026494,"06/30/2024, 8:26:59 PM","07/01/2024, 1:03:32 PM",THUNDER BAY,ON,P7C 3J7,600 Block SIMPSON ST," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24026500,"06/30/2024, 9:13:09 PM","07/01/2024, 1:03:32 PM",THUNDER BAY,ON,P7C 4Y7,300 Block LILLIE ST N, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24026502,"06/30/2024, 9:52:53 PM","07/01/2024, 1:03:32 PM",THUNDER BAY,ON,P7C 2K7,200 Block FINLAYSON ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24026487,"06/30/2024, 7:15:17 PM","07/01/2024, 1:03:33 PM",THUNDER BAY,ON,P7C 2K7,MCMURRAY ST AND FINLAYSON ST, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24026489,"06/30/2024, 7:50:29 PM","07/01/2024, 1:03:33 PM",THUNDER BAY,ON,P7C 2S1,300 Block PACIFIC AV," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24026467,"06/30/2024, 5:08:37 PM","07/01/2024, 1:03:34 PM",THUNDER BAY,ON,P7C 3A3,600 Block MCINTOSH ST," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24026472,"06/30/2024, 5:43:55 PM","07/01/2024, 1:03:34 PM",THUNDER BAY,ON,P7A 4L8,1 Block CUMBERLAND ST N, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24026473,"06/30/2024, 5:49:20 PM","07/01/2024, 1:03:34 PM",THUNDER BAY,ON,P7B 2T6,1 Block CUMBERLAND ST S," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24026474,"06/30/2024, 6:09:32 PM","07/01/2024, 1:03:34 PM",THUNDER BAY,ON,P7B 5R7,100 Block CUMBERLAND ST S," TBPS] THEFT IN PROGRESS, OVER 50000",Other Theft,THEFT
TB24026456,"06/30/2024, 2:58:00 PM","07/01/2024, 1:03:35 PM",THUNDER BAY,ON,P7E 2A6,300 Block KINGSWAY, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026437,"06/30/2024, 10:51:14 AM","07/01/2024, 1:03:36 PM",THUNDER BAY,ON,P7C 3G6,1000 Block ALEXANDRA ST, TBPS] STOLEN VEHICLE SUSP PRESENT OR MAY STILL BE IN AREA,Theft of Vehicle,STOLEN VEHICLE
TB24026438,"06/30/2024, 11:08:26 AM","07/01/2024, 1:03:36 PM",THUNDER BAY,ON,P7E 5Y8,400 Block GEORGE ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026417,"06/30/2024, 5:36:09 AM","07/01/2024, 1:03:37 PM",THUNDER BAY,ON,P7G 2G7,3500 Block DAWSON RD, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24026350,"06/29/2024, 8:10:24 PM","07/01/2024, 1:03:38 PM",THUNDER BAY,ON,P7B 5R8,100 Block CUMBERLAND ST S, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24026663,"07/01/2024, 11:36:09 PM","07/02/2024, 1:04:49 PM",THUNDER BAY,ON,P7C 3P4,MAY ST N AND LEITH ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026678,"07/02/2024, 1:14:44 AM","07/02/2024, 1:04:49 PM",THUNDER BAY,ON,P7A 4L8,1 Block CUMBERLAND ST N, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24026686,"07/02/2024, 2:00:30 AM","07/02/2024, 1:04:49 PM",THUNDER BAY,ON,P7B 6E8,PEARL ST AND SOUTH WATER ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026716,"07/02/2024, 7:32:14 AM","07/02/2024, 1:04:49 PM",THUNDER BAY,ON,P7A 4S3,500 Block CUMBERLAND ST N, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24026627,"07/01/2024, 7:40:48 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7C,HARBOUR EXPRESSWAY AND GOLF LINKS RD, TBPS] MOTOR VEHICLE COLLISION VEHICLE LEAKING FLUIDS - DUAL RESP,Traffic,MOTOR VEHICLE COLLISION
TB24026635,"07/01/2024, 8:12:57 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7B 6G2,200 Block BLUCHER AV," TBPS] SEXUAL ASSAULT JUST OCCURRED, ACCUSED NOT PRESENT",Other,SEXUAL ASSAULT
TB24026639,"07/01/2024, 8:43:46 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,J4Y 0B5,400 Block LYON BLVD W, TBPS] INDECENT ACTS SUSP PRESENT OR MAY STILL BE IN AREA,Sexual Offense,INDECENT ACTS
TB24026642,"07/01/2024, 9:00:43 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7C 3H6,200 Block SIMPSON ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026645,"07/01/2024, 9:33:51 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7G 2E6,1800 Block DAWSON RD, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24026646,"07/01/2024, 9:39:19 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7E 6S6,2100 Block MOUNTDALE AV, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026659,"07/01/2024, 11:09:16 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7B 1R3,200 Block BAY ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026662,"07/01/2024, 11:29:04 PM","07/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7B 5R8,100 Block CUMBERLAND ST S, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026589,"07/01/2024, 2:06:05 PM","07/02/2024, 1:04:51 PM",THUNDER BAY,ON,P7C 2A7,200 Block KENSINGTON DR, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24026581,"07/01/2024, 10:53:40 AM","07/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7E 5R6,600 Block ARTHUR ST W, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026583,"07/01/2024, 11:36:38 AM","07/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7B 4X6,100 Block JUNOT AV S, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24026595,"07/01/2024, 4:22:49 PM","07/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7C 4M9,500 Block WILTSHIRE CR," TBPS] THEFT NOT IN PROGRESS, FROM MOTOR VEHICLE",Theft from Vehicle,THEFT
TB24026611,"07/01/2024, 6:03:02 PM","07/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7B 2X4,1 Block COURT ST S," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24026629,"07/01/2024, 7:45:54 PM","07/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7E 3R5,200 Block GORE ST W, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24026651,"07/01/2024, 10:12:04 PM","07/02/2024, 1:05:46 PM",THUNDER BAY,ON,P7C 4P7,400 Block EDWARD ST N," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24026653,"07/01/2024, 10:36:17 PM","07/02/2024, 1:05:46 PM",THUNDER BAY,ON,P7A 4K8,1 Block CUMBERLAND ST N, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24026833,"07/02/2024, 11:49:53 PM","07/03/2024, 1:08:25 PM",THUNDER BAY,ON,.,UNKNOWN STREET AND UNKNOWN STREET, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24026842,"07/03/2024, 12:41:30 AM","07/03/2024, 1:08:26 PM",THUNDER BAY,ON,P7C 3P4,200 Block MAY ST N, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24026850,"07/03/2024, 2:00:31 AM","07/03/2024, 1:08:29 PM",THUNDER BAY,ON,P7B 1L4,200 Block AMBROSE ST, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24026857,"07/03/2024, 2:21:24 AM","07/03/2024, 1:08:30 PM",THUNDER BAY,ON,P7C 1B6,1000 Block VICTORIA AV E, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24026865,"07/03/2024, 3:03:01 AM","07/03/2024, 1:08:32 PM",THUNDER BAY,ON,P7B 1K3,900 Block RED RIVER RD, TBPS] SHOPLIFT IN CUSTODY - NO PROBLEMS,Theft,SHOPLIFT
TB24026891,"07/03/2024, 6:52:58 AM","07/03/2024, 1:08:37 PM",THUNDER BAY,ON,P7C 2K7,200 Block FINLAYSON ST, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24026892,"07/03/2024, 6:55:45 AM","07/03/2024, 1:08:38 PM",THUNDER BAY,ON,P7E 2M6,1400 Block BROWN ST," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24026717,"07/02/2024, 8:47:57 AM","07/03/2024, 1:08:58 PM",THUNDER BAY,ON,P7B 1K3,800 Block RED RIVER RD, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24026719,"07/02/2024, 9:43:06 AM","07/03/2024, 1:08:58 PM",THUNDER BAY,ON,P7C 1E1,1800 Block VICTORIA AV E, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026723,"07/02/2024, 11:00:49 AM","07/03/2024, 1:08:59 PM",THUNDER BAY,ON,P7C 1B6,1000 Block VICTORIA AV E," TBPS] MISCHIEF 11-10, MICHIEF OVER 5000",Other Property Crime,MISCHIEF
TB24026730,"07/02/2024, 11:53:05 AM","07/03/2024, 1:09:01 PM",THUNDER BAY,ON,P7B 1A8,COURT ST N AND RED RIVER RD," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24026741,"07/02/2024, 3:27:39 PM","07/03/2024, 1:09:03 PM",THUNDER BAY,ON,P7C,GOLF LINKS RD AND HARBOUR EXPRESSWAY, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026743,"07/02/2024, 3:33:19 PM","07/03/2024, 1:09:04 PM",THUNDER BAY,ON,P7A 2W4,900 Block HUDSON AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026744,"07/02/2024, 3:39:02 PM","07/03/2024, 1:09:04 PM",THUNDER BAY,ON,P7C 0A4,400 Block VICTORIA AV W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026745,"07/02/2024, 3:44:26 PM","07/03/2024, 1:09:05 PM",THUNDER BAY,ON,P7A 1L8,ARUNDEL ST AND BLACK BAY RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026750,"07/02/2024, 4:03:30 PM","07/03/2024, 1:09:06 PM",THUNDER BAY,ON,P7C 4R1,500 Block EDWARD ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026752,"07/02/2024, 4:19:38 PM","07/03/2024, 1:09:06 PM",THUNDER BAY,ON,P7B 1B8,400 Block WAVERLY ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026756,"07/02/2024, 4:43:54 PM","07/03/2024, 1:09:07 PM",THUNDER BAY,ON,P7E 5S2,1100 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026761,"07/02/2024, 5:09:53 PM","07/03/2024, 1:09:08 PM",THUNDER BAY,ON,P7C 2K6,100 Block FINLAYSON ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026768,"07/02/2024, 5:42:15 PM","07/03/2024, 1:09:11 PM",THUNDER BAY,ON,P7K 1A2,1100 Block MAHOGANY PL, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026769,"07/02/2024, 5:43:35 PM","07/03/2024, 1:09:11 PM",THUNDER BAY,ON,P7C 2N9,300 Block ROBERTSON ST, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24026770,"07/02/2024, 5:45:13 PM","07/03/2024, 1:09:12 PM",THUNDER BAY,ON,P7A 7T5,HODDER AV AND GRENVILLE AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026771,"07/02/2024, 5:55:18 PM","07/03/2024, 1:09:13 PM",THUNDER BAY,ON,P7E,100 Block WATERLOO ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026772,"07/02/2024, 6:00:47 PM","07/03/2024, 1:09:14 PM",THUNDER BAY,ON,P7A 4R1,400 Block CUMBERLAND ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026774,"07/02/2024, 6:11:50 PM","07/03/2024, 1:09:14 PM",THUNDER BAY,ON,P7C 1E3,2100 Block VICTORIA AV E, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026780,"07/02/2024, 6:19:27 PM","07/03/2024, 1:09:16 PM",THUNDER BAY,ON,P7E 5P7,100 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026782,"07/02/2024, 6:27:33 PM","07/03/2024, 1:09:17 PM",THUNDER BAY,ON,P7B 2Z8,500 Block FORT WILLIAM RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026783,"07/02/2024, 6:29:30 PM","07/03/2024, 1:09:18 PM",THUNDER BAY,ON,P7A 3S4,600 Block RIVER ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026784,"07/02/2024, 6:31:49 PM","07/03/2024, 1:09:18 PM",THUNDER BAY,ON,P7E 5R8,ARTHUR ST W AND MOUNTDALE AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026785,"07/02/2024, 6:31:58 PM","07/03/2024, 1:09:19 PM",THUNDER BAY,ON,P7B 5Z5,1200 Block BALMORAL ST," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24026792,"07/02/2024, 7:24:16 PM","07/03/2024, 1:09:22 PM",THUNDER BAY,ON,P7C 6A5,800 Block MAY ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026793,"07/02/2024, 7:28:35 PM","07/03/2024, 1:09:23 PM",THUNDER BAY,ON,P7B 2X6,100 Block COURT ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026794,"07/02/2024, 7:28:51 PM","07/03/2024, 1:09:23 PM",THUNDER BAY,ON,P7A 5G2,100 Block JEAN ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24026795,"07/02/2024, 7:32:42 PM","07/03/2024, 1:09:24 PM",THUNDER BAY,ON,P7B 3K1,HIGH ST N AND RED RIVER RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026797,"07/02/2024, 7:47:29 PM","07/03/2024, 1:09:24 PM",THUNDER BAY,ON,P7J 1G6,2000 Block JAMES ST S, TBPS] MOTOR VEHICLE COLLISION MVC INJURIES FIRE NOT REQ,Traffic,MOTOR VEHICLE COLLISION
TB24026798,"07/02/2024, 7:49:14 PM","07/03/2024, 1:09:25 PM",THUNDER BAY,ON,P7A 7X9,500 Block COUNTY BLVD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026802,"07/02/2024, 8:15:33 PM","07/03/2024, 1:09:25 PM",THUNDER BAY,ON,P7C 5K6,600 Block CHURCHILL DR W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026804,"07/02/2024, 8:26:37 PM","07/03/2024, 1:09:26 PM",THUNDER BAY,ON,P7C 4Y7,300 Block LILLIE ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026806,"07/02/2024, 8:40:37 PM","07/03/2024, 1:09:26 PM",THUNDER BAY,ON,P7B 4R9,100 Block KENOGAMI AV S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026807,"07/02/2024, 8:48:17 PM","07/03/2024, 1:09:27 PM",THUNDER BAY,ON,P7E 4W9,JAMES ST S AND WALSH ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026829,"07/02/2024, 11:36:14 PM","07/03/2024, 1:09:31 PM",THUNDER BAY,ON,P7C 4S8,1 Block LIMBRICK ST, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24027017,"07/04/2024, 3:35:55 AM","07/04/2024, 1:06:58 PM",THUNDER BAY,ON,P7C 3X8,100 Block CENTENNIAL SQ, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24027024,"07/04/2024, 4:26:31 AM","07/04/2024, 1:06:58 PM",THUNDER BAY,ON,P7E 6H2,200 Block AMELIA ST W, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24027027,"07/04/2024, 5:07:48 AM","07/04/2024, 1:06:58 PM",THUNDER BAY,ON,P7B 3Z7,700 Block MEMORIAL AV," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24027038,"07/04/2024, 6:34:07 AM","07/04/2024, 1:06:58 PM",THUNDER BAY,ON,P7B 2X7,COURT ST S AND CORNWALL AV," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24027040,"07/04/2024, 6:43:11 AM","07/04/2024, 1:06:58 PM",THUNDER BAY,ON,P7B 3M5,500 Block HIGH ST S," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24027000,"07/04/2024, 1:18:12 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7E 4L2,MARY ST W AND JAMES ST S, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24027001,"07/04/2024, 1:19:32 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7C 3J7,600 Block SIMPSON ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24027016,"07/04/2024, 3:32:36 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] SHOPLIFT IN CUSTODY - NO PROBLEMS,Theft,SHOPLIFT
TB24027020,"07/04/2024, 3:42:51 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7B 3Y6,500 Block MEMORIAL AV, TBPS] TROUBLE WITH YOUTH YOUTHS STILL IN AREA,Quality of Life,TROUBLE WITH YOUTH
TB24027022,"07/04/2024, 4:02:03 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7C 2M8,100 Block OGDEN ST, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24027048,"07/04/2024, 7:39:23 AM","07/04/2024, 1:06:59 PM",THUNDER BAY,ON,P7B 4Z3,1 Block CARL AV, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026961,"07/03/2024, 8:43:14 PM","07/04/2024, 1:07:00 PM",THUNDER BAY,ON,P7E,ARTHUR ST W AND 61 HWY, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026981,"07/03/2024, 10:42:09 PM","07/04/2024, 1:07:00 PM",THUNDER BAY,ON,P7B 4Y7,100 Block BLUCHER AV, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026995,"07/04/2024, 12:46:49 AM","07/04/2024, 1:07:00 PM",THUNDER BAY,ON,P7E 1C3,BRODIE ST S AND ARTHUR ST E, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24027002,"07/04/2024, 1:26:28 AM","07/04/2024, 1:07:00 PM",THUNDER BAY,ON,P7B 4E8,1 Block DALTON AV," TBPS] THEFT NOT IN PROGRESS, FROM MOTOR VEHICLE",Theft from Vehicle,THEFT
TB24027005,"07/04/2024, 1:54:15 AM","07/04/2024, 1:07:00 PM",THUNDER BAY,ON,P7B 4Y7,100 Block BLUCHER AV, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026936,"07/03/2024, 4:38:17 PM","07/04/2024, 1:07:01 PM",THUNDER BAY,ON,P7E 5R7,500 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026937,"07/03/2024, 4:43:08 PM","07/04/2024, 1:07:01 PM",THUNDER BAY,ON,P7B 1K3,800 Block RED RIVER RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026939,"07/03/2024, 4:57:57 PM","07/04/2024, 1:07:01 PM",THUNDER BAY,ON,P7B 3Y6,500 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026948,"07/03/2024, 5:40:12 PM","07/04/2024, 1:07:01 PM",THUNDER BAY,ON,P7A 8A4,100 Block EAST AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026959,"07/03/2024, 8:39:16 PM","07/04/2024, 1:07:01 PM",THUNDER BAY,ON,P7B 2C2,BALMORAL ST AND FAIRCREST ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026899,"07/03/2024, 8:50:08 AM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,.,PACIFIC AV AND SIMPSON ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026901,"07/03/2024, 9:43:13 AM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,P7E 6N7,1500 Block JAMES ST S, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24026908,"07/03/2024, 11:17:25 AM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,P7C 1E8,2600 Block VICTORIA AV E," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24026910,"07/03/2024, 11:41:48 AM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,P7B 6J6,100 Block PICTON AV, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24026918,"07/03/2024, 3:00:13 PM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,P7E 5P7,200 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24026922,"07/03/2024, 3:18:57 PM","07/04/2024, 1:07:02 PM",THUNDER BAY,ON,P7A 4K8,1 Block CUMBERLAND ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
