ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
TB24012771,"04/01/2024, 4:26:49 AM","04/01/2024, 1:04:43 PM",THUNDER BAY,ON,P7B 7A5,1000 Block OLIVER RD, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012776,"04/01/2024, 6:26:13 AM","04/01/2024, 1:04:43 PM",THUNDER BAY,ON,P7B 6V4,900 Block OLIVER RD," TBPS] SEXUAL ASSAULT JUST OCCURRED, ACCUSED NOT PRESENT",Other,SEXUAL ASSAULT
TB24012702,"03/31/2024, 10:52:51 AM","04/01/2024, 1:04:44 PM",THUNDER BAY,ON,P7E 3J8,900 Block HOLT PL, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012748,"03/31/2024, 10:46:47 PM","04/01/2024, 1:04:44 PM",THUNDER BAY,ON,P7E 5M8,900 Block ARTHUR ST E, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24012751,"04/01/2024, 12:20:50 AM","04/01/2024, 1:04:44 PM",THUNDER BAY,ON,P7B 1L4,200 Block AMBROSE ST, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24012756,"04/01/2024, 1:13:08 AM","04/01/2024, 1:04:44 PM",THUNDER BAY,ON,P7C 4T4,500 Block JAMES ST N, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24012773,"04/01/2024, 5:21:30 AM","04/01/2024, 1:04:44 PM",THUNDER BAY,ON,P7A 1L6,400 Block ARUNDEL ST, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012685,"03/31/2024, 7:40:44 AM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7B 7A4,GOLF LINKS RD AND OLIVER RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012697,"03/31/2024, 9:25:52 AM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7B 5J4,1000 Block DAWSON RD, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012699,"03/31/2024, 10:08:18 AM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7B 5J4,1000 Block DAWSON RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012705,"03/31/2024, 12:01:09 PM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7B 6J8,1 Block PICTON AV, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24012709,"03/31/2024, 1:21:14 PM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7B 5J4,1000 Block DAWSON RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012710,"03/31/2024, 1:24:16 PM","04/01/2024, 1:04:45 PM",THUNDER BAY,ON,P7A 1G4,300 Block MORSE ST," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24012692,"03/31/2024, 8:42:26 AM","04/01/2024, 1:04:46 PM",THUNDER BAY,ON,P7A 7W6,COADY AV AND LAIDLAW DR, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012727,"03/31/2024, 6:18:57 PM","04/01/2024, 1:04:46 PM",THUNDER BAY,ON,P7C,HARBOUR EXPRESSWAY AND GOLF LINKS RD, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24012728,"03/31/2024, 6:19:01 PM","04/01/2024, 1:04:46 PM",THUNDER BAY,ON,P7C,GOLF LINKS RD AND HARBOUR EXPRESSWAY, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24012719,"03/31/2024, 4:11:21 PM","04/01/2024, 1:06:31 PM",THUNDER BAY,ON,P7B 6C5,1100 Block ALLOY DR, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24012739,"03/31/2024, 9:01:43 PM","04/01/2024, 1:06:31 PM",THUNDER BAY,ON,P7B 5L4,1 Block CUMBERLAND ST S, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012754,"04/01/2024, 1:04:47 AM","04/01/2024, 1:06:31 PM",THUNDER BAY,ON,P7E 3V7,100 Block FREDERICA ST W, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24012767,"04/01/2024, 3:09:30 AM","04/01/2024, 1:06:31 PM",THUNDER BAY,ON,P7B 5J4,1000 Block DAWSON RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012879,"04/02/2024, 12:43:42 AM","04/02/2024, 1:04:50 PM",THUNDER BAY,ON,P7C 2K2,300 Block PRUDEN ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24012888,"04/02/2024, 1:44:18 AM","04/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7C 2L5,1100 Block ROSEDALE AV, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24012890,"04/02/2024, 1:59:13 AM","04/02/2024, 1:04:52 PM",THUNDER BAY,ON,P7G 2G1,2000 Block DAWSON RD, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24012897,"04/02/2024, 2:52:10 AM","04/02/2024, 1:04:53 PM",THUNDER BAY,ON,P7B 1K3,900 Block RED RIVER RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012904,"04/02/2024, 4:33:42 AM","04/02/2024, 1:04:54 PM",THUNDER BAY,ON,P7E 5V3,500 Block DONALD ST E, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012907,"04/02/2024, 4:47:12 AM","04/02/2024, 1:04:54 PM",THUNDER BAY,ON,P7B 4N1,200 Block WINDEMERE AV S," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24012910,"04/02/2024, 5:38:22 AM","04/02/2024, 1:04:55 PM",THUNDER BAY,ON,P7B 5R7,100 Block CUMBERLAND ST S, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24012793,"04/01/2024, 11:21:50 AM","04/02/2024, 1:05:14 PM",THUNDER BAY,ON,P7E 6T7,600 Block DOCK ST," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB24012797,"04/01/2024, 1:41:05 PM","04/02/2024, 1:05:15 PM",THUNDER BAY,ON,P7B 1K3,900 Block RED RIVER RD, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24012800,"04/01/2024, 2:20:05 PM","04/02/2024, 1:05:15 PM",THUNDER BAY,ON,P7C,CHAPPLES DR AND REDWOOD AV E, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24012802,"04/01/2024, 2:32:11 PM","04/02/2024, 1:05:15 PM",THUNDER BAY,ON,P7B 5R4,300 Block MOONEY AV, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24012808,"04/01/2024, 3:39:09 PM","04/02/2024, 1:05:16 PM",THUNDER BAY,ON,P7A 4P8,300 Block CUMBERLAND ST N, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24012811,"04/01/2024, 4:23:37 PM","04/02/2024, 1:05:17 PM",THUNDER BAY,ON,P7C 2M7,300 Block HERON ST, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24012819,"04/01/2024, 6:03:30 PM","04/02/2024, 1:05:18 PM",THUNDER BAY,ON,P7B 3Z7,700 Block MEMORIAL AV," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24012820,"04/01/2024, 6:06:32 PM","04/02/2024, 1:05:18 PM",THUNDER BAY,ON,P7B 5R8,100 Block CUMBERLAND ST S, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24012822,"04/01/2024, 6:12:48 PM","04/02/2024, 1:05:18 PM",THUNDER BAY,ON,P7A 4K8,1000 Block DAWSON RD," TBPS] THEFT NOT IN PROGRESS, OVER 5000",Other Theft,THEFT
TB24012831,"04/01/2024, 7:19:46 PM","04/02/2024, 1:05:21 PM",THUNDER BAY,ON,P7C 5P4,600 Block DALHOUSIE DR," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24012833,"04/01/2024, 7:29:43 PM","04/02/2024, 1:05:21 PM",THUNDER BAY,ON,P7B 7C6,900 Block CARRICK ST, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24012839,"04/01/2024, 8:41:04 PM","04/02/2024, 1:05:22 PM",THUNDER BAY,ON,P7B 1C4,200 Block PARK AV," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24012848,"04/01/2024, 9:43:24 PM","04/02/2024, 1:05:25 PM",THUNDER BAY,ON,P7E 1K7,300 Block CATHERINE ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24013012,"04/02/2024, 11:56:58 PM","04/03/2024, 1:08:03 PM",THUNDER BAY,ON,P7E 2V3,500 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24013014,"04/03/2024, 12:00:03 AM","04/03/2024, 1:08:03 PM",THUNDER BAY,ON,P7E 6G6,300 Block EUCLID AV, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24013022,"04/03/2024, 1:03:10 AM","04/03/2024, 1:08:06 PM",THUNDER BAY,ON,P7B 5L6,300 Block MAIN ST, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013026,"04/03/2024, 1:27:04 AM","04/03/2024, 1:08:07 PM",THUNDER BAY,ON,P7A 4K8,1 Block CUMBERLAND ST N, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24013038,"04/03/2024, 2:49:17 AM","04/03/2024, 1:08:09 PM",THUNDER BAY,ON,P7E 3B4,900 Block HOME AV, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24013039,"04/03/2024, 2:53:15 AM","04/03/2024, 1:08:10 PM",THUNDER BAY,ON,P7B 4A2,900 Block MEMORIAL AV, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24013041,"04/03/2024, 3:04:45 AM","04/03/2024, 1:08:10 PM",THUNDER BAY,ON,P7C 2G7,100 Block CAMERON ST, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013057,"04/03/2024, 5:23:22 AM","04/03/2024, 1:08:13 PM",THUNDER BAY,ON,P7B 2V6,1 Block LAKE ST, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24013060,"04/03/2024, 5:49:29 AM","04/03/2024, 1:08:14 PM",THUNDER BAY,ON,P7B 2T1,1 Block CUMBERLAND ST S, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24013068,"04/03/2024, 7:00:37 AM","04/03/2024, 1:08:14 PM",THUNDER BAY,ON,P7E 5N3,1300 Block ARTHUR ST E, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24013069,"04/03/2024, 7:07:47 AM","04/03/2024, 1:08:15 PM",THUNDER BAY,ON,P7E 5N3,1300 Block ARTHUR ST E, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24012883,"04/02/2024, 1:19:57 AM","04/03/2024, 1:08:28 PM",THUNDER BAY,ON,P7B 5R8,100 Block CUMBERLAND ST S, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012929,"04/02/2024, 9:17:20 AM","04/03/2024, 1:08:35 PM",THUNDER BAY,ON,P7E 2M6,1400 Block BROWN ST, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24012933,"04/02/2024, 10:27:34 AM","04/03/2024, 1:08:36 PM",THUNDER BAY,ON,P7B 1Z7,700 Block JOHN ST, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012940,"04/02/2024, 2:26:57 PM","04/03/2024, 1:08:36 PM",THUNDER BAY,ON,P7E 5R8,600 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012942,"04/02/2024, 2:40:15 PM","04/03/2024, 1:08:37 PM",THUNDER BAY,ON,P7E 6S2,100 Block PRINCESS ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012943,"04/02/2024, 2:43:56 PM","04/03/2024, 1:08:37 PM",THUNDER BAY,ON,P7C 3R3,MAY ST N AND DEASE ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012945,"04/02/2024, 2:56:44 PM","04/03/2024, 1:08:37 PM",THUNDER BAY,ON,P7C 1G9,JAMES ST N AND VICTORIA AV W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012946,"04/02/2024, 3:03:32 PM","04/03/2024, 1:08:37 PM",THUNDER BAY,ON,P7E 5E5,ISABELLA ST W AND LELAND AV S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012961,"04/02/2024, 5:11:54 PM","04/03/2024, 1:08:39 PM",THUNDER BAY,ON,P7E 5V3,500 Block DONALD ST E, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24012962,"04/02/2024, 5:20:43 PM","04/03/2024, 1:08:39 PM",THUNDER BAY,ON,P7C 3P8,200 Block MAY ST N, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24012968,"04/02/2024, 5:47:42 PM","04/03/2024, 1:08:39 PM",THUNDER BAY,ON,P7B 6S5,100 Block MAIN ST, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24012969,"04/02/2024, 5:48:09 PM","04/03/2024, 1:08:39 PM",THUNDER BAY,ON,P7B 1K3,800 Block RED RIVER RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24012990,"04/02/2024, 8:52:47 PM","04/03/2024, 1:08:41 PM",THUNDER BAY,ON,P7B 2Z2,300 Block FORT WILLIAM RD, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24012993,"04/02/2024, 9:42:19 PM","04/03/2024, 1:08:42 PM",THUNDER BAY,ON,P7B 5L6,300 Block MAIN ST, TBPS] DRUG OFFENCES SUSP PRESENT OR MAY STILL BE IN AREA,Quality of Life,DRUG OFFENCES
TB24012994,"04/02/2024, 9:43:40 PM","04/03/2024, 1:08:42 PM",THUNDER BAY,ON,P7B 6S2,700 Block MEMORIAL AV, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24012997,"04/02/2024, 10:14:17 PM","04/03/2024, 1:08:42 PM",THUNDER BAY,ON,P7C 2H6,MCKENZIE ST AND DEASE ST, TBPS] INDECENT ACTS SUSP PRESENT OR MAY STILL BE IN AREA,Sexual Offense,INDECENT ACTS
TB24013003,"04/02/2024, 10:33:19 PM","04/03/2024, 1:08:42 PM",THUNDER BAY,ON,P7B 4J1,RAVENWOOD AV AND ACADEMY DR, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24013004,"04/02/2024, 10:36:06 PM","04/03/2024, 1:08:43 PM",THUNDER BAY,ON,P7C 3L4,700 Block MCKENZIE ST," TBPS] ASSAULT JUST OCCURRED, ACCUSED NOT PRESENT",Assault,ASSAULT
TB24013150,"04/03/2024, 8:57:32 PM","04/04/2024, 1:04:33 PM",THUNDER BAY,ON,P7E 6E2,1100 Block ARTHUR ST W, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24013157,"04/03/2024, 9:54:25 PM","04/04/2024, 1:04:34 PM",THUNDER BAY,ON,P7B 5L6,300 Block MAIN ST, TBPS] SHOPLIFT IN CUSTODY - NO PROBLEMS,Theft,SHOPLIFT
TB24013176,"04/03/2024, 11:45:47 PM","04/04/2024, 1:04:37 PM",THUNDER BAY,ON,P7B,MEMORIAL AV AND HARBOUR EXPRESSWAY, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24013205,"04/04/2024, 3:55:29 AM","04/04/2024, 1:04:41 PM",THUNDER BAY,ON,P7A 4B6,200 Block VAN NORMAN ST, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013037,"04/03/2024, 2:48:08 AM","04/04/2024, 1:05:18 PM",THUNDER BAY,ON,P7E 5Y8,400 Block GEORGE ST, TBPS] ASSAULT ACCUSED PRESENT,Assault,ASSAULT
TB24013076,"04/03/2024, 10:08:31 AM","04/04/2024, 1:05:23 PM",THUNDER BAY,ON,P7B 6P4,500 Block HARBOUR EXPRESSWAY, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013081,"04/03/2024, 1:32:52 PM","04/04/2024, 1:05:24 PM",THUNDER BAY,ON,P7B 1M8,200 Block WILSON ST, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013085,"04/03/2024, 2:21:42 PM","04/04/2024, 1:05:24 PM",THUNDER BAY,ON,P7J,MOUNTAIN RD AND CHIPPEWA RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013086,"04/03/2024, 2:23:51 PM","04/04/2024, 1:05:24 PM",THUNDER BAY,ON,P7B 5E1,900 Block OLIVER RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013087,"04/03/2024, 2:33:08 PM","04/04/2024, 1:05:25 PM",THUNDER BAY,ON,P7B 3Z9,900 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013088,"04/03/2024, 2:35:48 PM","04/04/2024, 1:05:25 PM",THUNDER BAY,ON,P7B 3Y7,400 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013090,"04/03/2024, 2:39:04 PM","04/04/2024, 1:05:25 PM",THUNDER BAY,ON,P7A 8C4,600 Block ARUNDEL ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013091,"04/03/2024, 2:45:44 PM","04/04/2024, 1:05:25 PM",THUNDER BAY,ON,P7C 4P5,400 Block EDWARD ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013093,"04/03/2024, 2:50:43 PM","04/04/2024, 1:05:26 PM",THUNDER BAY,ON,P7B 3Z5,700 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013094,"04/03/2024, 2:55:18 PM","04/04/2024, 1:05:26 PM",THUNDER BAY,ON,P7B 2K2,300 Block QUEEN ST," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24013097,"04/03/2024, 3:28:35 PM","04/04/2024, 1:05:26 PM",THUNDER BAY,ON,P7B 7C6,900 Block CARRICK ST, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013102,"04/03/2024, 4:10:52 PM","04/04/2024, 1:05:27 PM",THUNDER BAY,ON,P7A 4B6,200 Block VAN NORMAN ST, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24013103,"04/03/2024, 4:13:33 PM","04/04/2024, 1:05:27 PM",THUNDER BAY,ON,P7C 2G7,100 Block CAMERON ST, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013120,"04/03/2024, 5:35:56 PM","04/04/2024, 1:05:29 PM",THUNDER BAY,ON,P7B 6S2,700 Block MEMORIAL AV, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013141,"04/03/2024, 7:22:05 PM","04/04/2024, 1:05:32 PM",THUNDER BAY,ON,P7B 7C6,900 Block CARRICK ST, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24012900,"04/02/2024, 3:39:35 AM","04/05/2024, 1:05:58 PM",THUNDER BAY,ON,P7E 5M8,900 Block ARTHUR ST E," TBPS] THEFT NOT IN PROGRESS, OVER 5000",Other Theft,THEFT
TB24012716,"03/31/2024, 3:02:19 PM","04/05/2024, 1:06:18 PM",THUNDER BAY,ON,P7J 1E8,2300 Block 61 HWY, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24013244,"04/04/2024, 1:27:29 PM","04/06/2024, 1:05:57 PM",THUNDER BAY,ON,P7B 1K3,900 Block RED RIVER RD," TBPS] MISCHIEF 11-10, MICHIEF OVER 5000",Other Property Crime,MISCHIEF
TB24013246,"04/04/2024, 1:52:24 PM","04/06/2024, 1:05:58 PM",THUNDER BAY,ON,P7E 6H9,ARTHUR ST E AND WATERLOO ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013517,"04/05/2024, 11:13:25 PM","04/06/2024, 1:05:59 PM",THUNDER BAY,ON,P7C,SIMPSON ST AND MCKENZIE ST, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24013252,"04/04/2024, 3:23:33 PM","04/06/2024, 1:06:05 PM",THUNDER BAY,ON,P7C 1G9,JAMES ST N AND VICTORIA AV W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013539,"04/06/2024, 1:55:12 AM","04/06/2024, 1:06:10 PM",THUNDER BAY,ON,P7E 1T9,600 Block SELKIRK ST S, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24013541,"04/06/2024, 2:09:57 AM","04/06/2024, 1:06:11 PM",THUNDER BAY,ON,P7B 5J4,1000 Block DAWSON RD, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24013542,"04/06/2024, 2:10:20 AM","04/06/2024, 1:06:12 PM",THUNDER BAY,ON,P7C 4E6,100 Block MARKS ST N, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013273,"04/04/2024, 4:55:16 PM","04/06/2024, 1:06:15 PM",THUNDER BAY,ON,P7C,PACIFIC AV AND WILEY ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013551,"04/06/2024, 2:52:12 AM","04/06/2024, 1:06:17 PM",THUNDER BAY,ON,P7B 5E3,1000 Block DAWSON RD, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013283,"04/04/2024, 5:31:17 PM","04/06/2024, 1:06:19 PM",THUNDER BAY,ON,P7C 3X8,100 Block CENTENNIAL SQ, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013560,"04/06/2024, 4:14:53 AM","04/06/2024, 1:06:19 PM",THUNDER BAY,ON,P7B 7C6,900 Block CARRICK ST, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB24013289,"04/04/2024, 6:00:03 PM","04/06/2024, 1:06:20 PM",THUNDER BAY,ON,P7J,CITY RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24013561,"04/06/2024, 4:15:36 AM","04/06/2024, 1:06:20 PM",THUNDER BAY,ON,P7C 3P8,200 Block MAY ST N," TBPS] MISCHIEF IP/SUSP IN AREA, MICHIEF OVER 5000",Other Property Crime,MISCHIEF
TB24013571,"04/06/2024, 6:04:46 AM","04/06/2024, 1:06:21 PM",THUNDER BAY,ON,P7C 4P5,400 Block EDWARD ST N, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB24013321,"04/04/2024, 8:48:41 PM","04/06/2024, 1:06:25 PM",THUNDER BAY,ON,P7B 3A6,900 Block FORT WILLIAM RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24013322,"04/04/2024, 8:59:20 PM","04/06/2024, 1:06:26 PM",THUNDER BAY,ON,P7B 6S2,700 Block MEMORIAL AV, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24013327,"04/04/2024, 9:31:08 PM","04/06/2024, 1:06:27 PM",THUNDER BAY,ON,P7B 3E6,100 Block SECORD ST, TBPS] STOLEN VEHICLE SUSP NOT IN AREA,Theft of Vehicle,STOLEN VEHICLE
TB24013336,"04/04/2024, 10:34:30 PM","04/06/2024, 1:06:30 PM",THUNDER BAY,ON,P7E 2V5,ISABELLA ST W AND JAMES ST S, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
