ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
TB23053023,"12/31/2023, 9:02:02 PM","01/01/2024, 2:02:29 PM",THUNDER BAY,ON,P7E 1B4,200 Block MAY ST S, TBPS] B-E BUS/RES/OTH SUSP PRESENT OR MAY STILL BE IN AREA,Breaking & Entering,B-E BUS/RES/OTH
TB23053040,"01/01/2024, 12:39:16 AM","01/01/2024, 2:02:29 PM",THUNDER BAY,ON,P7E 5R6,600 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB23053038,"12/31/2023, 11:51:00 PM","01/01/2024, 2:02:29 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB23053048,"01/01/2024, 1:51:11 AM","01/01/2024, 2:02:29 PM",THUNDER BAY,ON,P7C 1G9,JAMES ST N AND VICTORIA AV W, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB23053044,"01/01/2024, 1:05:33 AM","01/01/2024, 2:02:29 PM",THUNDER BAY,ON,P7E 5M8,900 Block ARTHUR ST E, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB23052922,"12/30/2023, 10:31:41 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,J4Y 0B5,400 Block LYON BLVD W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB23052984,"12/31/2023, 8:06:31 AM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 3Y6,400 Block MEMORIAL AV," TBPS] MISCHIEF IP/SUSP IN AREA, UNDER 5,000",Other Property Crime,MISCHIEF
TB23052990,"12/31/2023, 8:50:56 AM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 4J3,1 Block TRILLIUM WAY, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB23052992,"12/31/2023, 9:42:14 AM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7C 2J6,100 Block PRUDEN ST, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB23053007,"12/31/2023, 5:11:14 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7E 4W9,JAMES ST S AND WALSH ST W, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB23052999,"12/31/2023, 11:07:36 AM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 2V7,1 Block JOHNSON AV, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB23053027,"12/31/2023, 10:16:56 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7C 4P4,EDWARD ST N AND CHURCHILL DR E, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB23053008,"12/31/2023, 5:16:21 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] ROBBERY NO WEAPONS - SUSP STILL IN AREA,Robbery,ROBBERY
TB23053018,"12/31/2023, 8:00:52 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P0T 2G0,5100 Block OLIVER RD, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR,Traffic,MOTOR VEHICLE COLLISION
TB23053035,"12/31/2023, 11:34:24 PM","01/01/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 6J8,PICTON AV AND WALKOVER ST, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB23052895,"12/30/2023, 6:50:02 PM","01/01/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 2X3,1 Block COURT ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB23052825,"12/30/2023, 2:12:45 AM","01/02/2024, 2:03:02 PM",THUNDER BAY,ON,P7A 8C5,500 Block ALGOMA ST N, TBPS] ARSON 11-10 ARSON,Other Property Crime,ARSON
TB24000025,"01/01/2024, 9:07:02 AM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7A 4L2,1 Block CUMBERLAND ST N, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000029,"01/01/2024, 9:28:51 AM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7A 3E6,200 Block VAN HORNE ST, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000069,"01/01/2024, 8:01:08 PM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7B 5Z5,1200 Block BALMORAL ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000061,"01/01/2024, 5:11:26 PM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7E 2A6,500 Block KINGSWAY," TBPS] MISCHIEF 11-10, MICHIEF UNDER 5000",Other Property Crime,MISCHIEF
TB24000109,"01/02/2024, 4:11:48 AM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7K 1G1,2200 Block 25TH SIDE RD," TBPS] MISCHIEF 11-10, MICHIEF OVER 5000",Other Property Crime,MISCHIEF
TB24000070,"01/01/2024, 8:07:45 PM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7E 4H8,400 Block BROCK ST E," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000113,"01/02/2024, 4:49:54 AM","01/02/2024, 2:03:03 PM",THUNDER BAY,ON,P7B 3Y2,300 Block MEMORIAL AV," TBPS] THEFT IN PROGRESS, OVER 50000",Other Theft,THEFT
TB24000016,"01/01/2024, 8:27:30 AM","01/02/2024, 2:03:04 PM",THUNDER BAY,ON,P7A 5X8,200 Block PINE ST, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24000014,"01/01/2024, 8:02:16 AM","01/02/2024, 2:03:04 PM",THUNDER BAY,ON,P7A 4L2,1 Block CUMBERLAND ST N, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24000048,"01/01/2024, 12:02:40 PM","01/02/2024, 2:03:04 PM",THUNDER BAY,ON,P7A 4K8,1 Block CUMBERLAND ST N, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000038,"01/01/2024, 10:10:20 AM","01/02/2024, 2:03:04 PM",THUNDER BAY,ON,P7B 5Z5,1200 Block BALMORAL ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000242,"01/03/2024, 12:26:41 AM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7C 4P7,400 Block EDWARD ST N, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000258,"01/03/2024, 2:54:27 AM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7C 5L1,600 Block THORNLOE DR, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24000222,"01/02/2024, 10:26:39 PM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 5Z5,1200 Block BALMORAL ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000227,"01/02/2024, 10:54:17 PM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7C 2B7,100 Block ASHLAND PL, TBPS] INDECENT ACTS SUSP PRESENT OR MAY STILL BE IN AREA,Sexual Offense,INDECENT ACTS
TB24000251,"01/03/2024, 1:41:41 AM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000238,"01/02/2024, 11:44:15 PM","01/03/2024, 2:02:30 PM",THUNDER BAY,ON,P7E 6H2,200 Block AMELIA ST W, TBPS] B-E BUS/RES/OTH 11-10,Breaking & Entering,B-E BUS/RES/OTH
TB24000158,"01/02/2024, 5:11:17 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B,MEMORIAL AV AND HARBOUR EXPRESSWAY, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000163,"01/02/2024, 5:17:59 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 2G4,OLIVER RD AND HILL ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000159,"01/02/2024, 5:12:58 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7E 3A7,1600 Block MOUNTDALE AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000165,"01/02/2024, 5:21:23 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 1K1,RED RIVER RD AND CLARKSON ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000177,"01/02/2024, 6:19:01 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000178,"01/02/2024, 6:21:56 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 6B9,1000 Block FORT WILLIAM RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000184,"01/02/2024, 6:35:26 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7A 1C4,200 Block MARION ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000181,"01/02/2024, 6:28:12 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 1K2,RED RIVER RD AND JUNOT AV N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000182,"01/02/2024, 6:32:40 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7A 4N4,200 Block CUMBERLAND ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000187,"01/02/2024, 6:48:44 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B,HARBOUR EXPRESSWAY AND MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000188,"01/02/2024, 6:53:14 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7C 0B3,200 Block COUGAR CR, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24000186,"01/02/2024, 6:46:40 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7C 4Y7,300 Block LILLIE ST N," TBPS] THEFT NOT IN PROGRESS, FROM MOTOR VEHICLE",Theft from Vehicle,THEFT
TB24000193,"01/02/2024, 7:05:17 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7C 1B2,ARCHIBALD ST N AND JUSTICE AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000196,"01/02/2024, 7:28:31 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7C 2V2,MAY ST N AND OGDEN ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000197,"01/02/2024, 7:30:23 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B 1R3,BAY ST AND COURT ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000185,"01/02/2024, 6:37:14 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7A 3S4,600 Block RIVER ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000191,"01/02/2024, 6:58:57 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7B,MEMORIAL AV AND HARBOUR EXPRESSWAY, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000198,"01/02/2024, 7:31:55 PM","01/03/2024, 2:02:31 PM",THUNDER BAY,ON,P7E 1B7,MAY ST S AND ARTHUR ST E, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000131,"01/02/2024, 3:30:19 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B 3B7,BAY ST AND ALGOMA ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000133,"01/02/2024, 3:46:29 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7C,EDWARD ST N AND REDWOOD AV E, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000135,"01/02/2024, 3:49:06 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7E 6L2,ARTHUR ST W AND WILLARD AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000138,"01/02/2024, 4:06:36 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7E 5R5,500 Block ARTHUR ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000139,"01/02/2024, 4:08:25 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7J,JAMES ST S AND CITY RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000142,"01/02/2024, 4:13:09 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B 1K2,RED RIVER RD AND JUNOT AV N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000140,"01/02/2024, 4:10:11 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7G 1N6,OLIVER RD AND BELROSE RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000143,"01/02/2024, 4:16:54 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7E 6L4,ARTHUR ST W AND SIFTON AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000144,"01/02/2024, 4:18:28 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B 6S4,100 Block MAIN ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000145,"01/02/2024, 4:20:20 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7C 3X7,100 Block ARCHIBALD ST N, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000151,"01/02/2024, 4:46:01 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7G 1A1,400 Block RANDALL CT, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000146,"01/02/2024, 4:22:10 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7A 5M6,RIVER ST AND BALSAM ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000156,"01/02/2024, 5:02:57 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7E 3R9,JAMES ST S AND GORE ST W, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000157,"01/02/2024, 5:07:20 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B,MEMORIAL AV AND DUNLOP ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000161,"01/02/2024, 5:14:33 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B 2R5,CARRICK ST AND 11TH AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000164,"01/02/2024, 5:19:50 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7A 4K8,SOUTH WATER ST AND RED RIVER RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000162,"01/02/2024, 5:16:05 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B 4A6,700 Block MACDONELL ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000167,"01/02/2024, 5:22:55 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7B,CENTRAL AV AND CARRICK ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000174,"01/02/2024, 6:09:18 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7C 3A6,800 Block MCINTOSH ST," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000200,"01/02/2024, 7:33:42 PM","01/03/2024, 2:02:32 PM",THUNDER BAY,ON,P7A 7S3,400 Block COUNTY BLVD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000137,"01/02/2024, 4:03:26 PM","01/03/2024, 2:02:33 PM",THUNDER BAY,ON,P7A 6G7,MELON ST AND STARDUST CR, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000357,"01/03/2024, 8:30:56 PM","01/04/2024, 2:02:43 PM",THUNDER BAY,ON,P7B 5L4,1 Block CUMBERLAND ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000425,"01/04/2024, 5:59:19 AM","01/04/2024, 2:02:43 PM",THUNDER BAY,ON,P7B 6S2,700 Block MEMORIAL AV, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24000363,"01/03/2024, 9:00:45 PM","01/04/2024, 2:02:43 PM",THUNDER BAY,ON,P7B 1Z7,700 Block JOHN ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000405,"01/04/2024, 2:33:21 AM","01/04/2024, 2:02:43 PM",THUNDER BAY,ON,P7C 2V6,400 Block NORTHERN AV, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000332,"01/03/2024, 6:23:57 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7A 1L1,400 Block DACRE ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000330,"01/03/2024, 6:21:15 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7B 6V4,900 Block OLIVER RD, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000328,"01/03/2024, 6:18:37 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7G 1L4,5400 Block MAPLEWARD RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000334,"01/03/2024, 6:33:50 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7B 7A3,1100 Block GOLF LINKS RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000352,"01/03/2024, 8:20:09 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7A 4S4,ST. PAUL ST AND COOKE ST, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000342,"01/03/2024, 7:33:28 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7B 5R8,100 Block CUMBERLAND ST S," TBPS] THEFT NOT IN PROGRESS, UNDER 5000",Other Theft,THEFT
TB24000350,"01/03/2024, 8:07:18 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7A 1X9,400 Block GRENVILLE AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000353,"01/03/2024, 8:24:32 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7E 5S4,1500 Block SILLS ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000358,"01/03/2024, 8:36:19 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7J 1G6,2000 Block JAMES ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000370,"01/03/2024, 9:20:43 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,P7B 5Z5,1200 Block BALMORAL ST, TBPS] ASSAULT ACCUSED NOT PRESENT,Assault,ASSAULT
TB24000390,"01/03/2024, 10:58:17 PM","01/04/2024, 2:02:44 PM",THUNDER BAY,ON,.,MUSKRAT DR AND PARKDALE BLVD, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000277,"01/03/2024, 8:12:28 AM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7E 3L2,1300 Block ALPINE AV, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000280,"01/03/2024, 8:42:38 AM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7E 1G7,ARTHUR ST E AND ARCHIBALD ST S, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24000297,"01/03/2024, 2:48:12 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7C 4P7,400 Block EDWARD ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000294,"01/03/2024, 1:59:33 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7E 5R6,600 Block ARTHUR ST W, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24000292,"01/03/2024, 11:42:43 AM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7A 1R3,300 Block RONA ST, TBPS] THEFT SUSP STILL PRESENT OR MAY BE IN AREA,Other Theft,THEFT
TB24000303,"01/03/2024, 3:19:08 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7C 4P7,400 Block EDWARD ST N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000300,"01/03/2024, 2:56:19 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7B 6S2,700 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000299,"01/03/2024, 2:51:52 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7B 5L4,1 Block CUMBERLAND ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000307,"01/03/2024, 3:40:08 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7G 2G2,DOG LAKE RD AND DAWSON RD, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000305,"01/03/2024, 3:29:52 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7B 1E7,PEARL ST AND ALGOMA ST S, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000310,"01/03/2024, 4:22:27 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7A 6H1,100 Block JUNOT AV N, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000316,"01/03/2024, 4:50:12 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7B 5L6,300 Block MAIN ST, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000311,"01/03/2024, 4:23:20 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7C 4J1,200 Block FRANKLIN ST N, TBPS] STOLEN VEHICLE SUSP NOT IN AREA,Theft of Vehicle,STOLEN VEHICLE
TB24000341,"01/03/2024, 6:58:43 PM","01/04/2024, 2:02:45 PM",THUNDER BAY,ON,P7B 3Z7,700 Block MEMORIAL AV, TBPS] MOTOR VEHICLE COLLISION 11-10 MVC ANY TYPE,Other,MOTOR VEHICLE COLLISION
TB24000283,"01/03/2024, 9:15:24 AM","01/04/2024, 2:02:46 PM",THUNDER BAY,ON,P7E 5B9,1300 Block ISABELLA ST E, TBPS] LIQUOR LICENCE ACT LIQUOR LICENCE ACT VIOLATION IN PROGRESS,Quality of Life,LIQUOR LICENCE ACT
TB24000293,"01/03/2024, 12:16:24 PM","01/04/2024, 2:02:46 PM",THUNDER BAY,ON,P7C 4L2,BRUNSWICK ST N AND WATERLOO ST N, TBPS] MOTOR VEHICLE COLLISION MVC - AMB ENR - DUAL RESP,Other,MOTOR VEHICLE COLLISION
TB24000573,"01/05/2024, 6:09:18 AM","01/08/2024, 2:02:11 PM",THUNDER BAY,ON,P7B 5L4,1 Block CUMBERLAND ST S, TBPS] ASSAULT SUSP PRESENT OR IN AREA,Assault,ASSAULT
TB24000581,"01/05/2024, 10:39:41 AM","01/08/2024, 2:02:11 PM",THUNDER BAY,ON,P7C 5M9,HARSTONE DR AND 588 HWY, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
TB24000586,"01/05/2024, 2:27:16 PM","01/08/2024, 2:02:11 PM",THUNDER BAY,ON,.,PACIFIC AV AND SIMPSON ST, TBPS] MOTOR VEHICLE COLLISION MVC NO INJURIES,Traffic,MOTOR VEHICLE COLLISION
